"INDICADOR" "NOTA" "DESDE" "HASTA"
"Tasa de cambio oficial (UMN por US$, promedio para un período)" "El tipo de cambio oficial se refiere al tipo de cambio determinado por las autoridades nacionales o al tipo de cambio determinado en el mercado cambiario autorizado legalmente. Se calcula como un promedio anual basado en los promedios mensuales (unidades de moneda local en relación con el dólar de los Estados Unidos)." 1970 2013
"Tasa de cobertura de la suplementación con vitamina A (% de niños entre 6 y 59 meses de edad)" "La suplementación con vitamina A se refiere al porcentaje de niños de entre 6 y 59 meses de edad que recibió al menos una cápsula de dosis alta de vitamina A en los seis meses previos." 1999 2013
"Tasa de crecimiento promedio anualizada en el consumo medio o ingresos reales per cápita según encuestas, 40 % más pobre de la población (%)" "The growth rate in the welfare aggregate of the bottom 40% is computed as the annualized average growth rate in per capita real consumption or income of the bottom 40% of the population in  the income distribution in a country from household surveys over a roughly 5-year period. Mean per capita real consumption or income is measured at 2011 Purchasing Power Parity (PPP) using the PovcalNet (http://iresearch.worldbank.org/PovcalNet). For some countries means are not reported due to grouped and/or confidential data. The annualized growth rate is computed as (Mean in final year/Mean in initial year)^(1/(Final year - Initial year)) - 1.  The reference year is the year in which the underlying household survey data was collected. In cases for which the data collection period bridged two calendar years, the first year in which data were collected is reported. The initial year refers to the nearest survey collected 5 years before the most recent survey available, only surveys collected between 3 and 7 years before the most recent survey are considered. The final year refers to the most recent survey available between 2011 and 2015.
Growth rates for Iraq are based on survey means of 2005 PPP$. The coverage and quality of the 2011 PPP price data for Iraq and most other North African and Middle Eastern countries were hindered by the exceptional period of instability they faced at the time of the 2011 exercise of the International Comparison Program. See PovcalNet for detailed explanations." 2017 2017
"Tasa de crecimiento promedio anualizada en el consumo medio o ingresos reales per cápita según encuestas, población total (%)" "The growth rate in the welfare aggregate of the bottom 40% is computed as the annualized average growth rate in per capita real consumption or income of the bottom 40% of the population in  the income distribution in a country from household surveys over a roughly 5-year period. Mean per capita real consumption or income is measured at 2011 Purchasing Power Parity (PPP) using the PovcalNet (http://iresearch.worldbank.org/PovcalNet). For some countries means are not reported due to grouped and/or confidential data. The annualized growth rate is computed as (Mean in final year/Mean in initial year)^(1/(Final year - Initial year)) - 1.  The reference year is the year in which the underlying household survey data was collected. In cases for which the data collection period bridged two calendar years, the first year in which data were collected is reported. The initial year refers to the nearest survey collected 5 years before the most recent survey available, only surveys collected between 3 and 7 years before the most recent survey are considered. The final year refers to the most recent survey available between 2011 and 2015.
Growth rates for Iraq are based on survey means of 2005 PPP$. The coverage and quality of the 2011 PPP price data for Iraq and most other North African and Middle Eastern countries were hindered by the exceptional period of instability they faced at the time of the 2011 exercise of the International Comparison Program. See PovcalNet for detailed explanations." 2017 2017
"Tasa de detección de casos de tuberculosis (%, todas las formas)" "Tasa de detección de casos de tuberculosis (todas las formas) es el porcentaje de casos de tuberculosis notificados recientemente (incluyendo recaídas) en relación a los casos estimados de incidentes (detección de casos, todas las formas)." 2000 2017
"Tasa de éxito en el tratamiento de la tuberculosis (% de casos registrados)" "La tasa de éxito en el tratamiento de la tuberculosis es el porcentaje de casos nuevos registrados, con frotis positivo (infecciosos), que fueron curados o que se sometieron a un tratamiento completo." 2000 2016
"Tasa de fertilidad deseada (nacimientos por cada mujer)" "La tasa de fecundidad deseada es una estimación de la tasa de fecundidad total si se evitaran todos los nacimientos no deseados." 1989 2008
"Tasa de fertilidad en adolescentes (nacimientos por cada 1.000 mujeres entre 15 y 19 años de edad)" "La tasa de fertilidad en adolescentes es la cantidad de nacimientos por cada 1000 mujeres de entre 15 y 19 años de edad." 1970 2016
"Tasa de fertilidad, total (nacimientos por cada mujer)" "La tasa de fertilidad total representa la cantidad de hijos que tendría una mujer si viviera hasta el final de sus años de fertilidad y tuviera hijos de acuerdo con las tasas de fertilidad actuales específicas por edad." 1970 2016
"Tasa de finalización de la educación de nivel primario, mujeres (% del grupo etario correspondiente)" "Tasa de finalización de educación primaria, mujeres. Corresponde al número total de niñas que ingresan al último año de educación primaria, independientemente de su edad, expresado como porcentaje de la población femenina total en edad oficial de cursar dicho grado. Este indicador también se denomina “tasa bruta de ingreso al último grado de primaria”. Esta tasa puede ser superior a 100% debido a niñas mayores y menores de la edad oficial de ingreso que entran a la educación primaria de forma precoz o tardía y (o) que han repetido grados." 2011 2017
"Tasa de finalización de la educación de nivel primario, total (% del grupo etario correspondiente)" "Tasa de finalización de la educación primaria, total. Corresponde al número total de estudiantes que ingresan al último año de educación primaria, independientemente de su edad, expresado como porcentaje de la población total en edad oficial de ingresar a dicho grado. Este indicador también se denomina “tasa bruta de ingreso al último grado de primaria”. Esta tasa puede ser superior a 100% debido a niños mayores y menores de la edad oficial de ingreso que entran a la educación primaria de forma precoz o tardía y (o) que han repetido grado." 2011 2017
"Tasa de finalización de la educación de nivel primario, varones (% del grupo etario correspondiente)" "Tasa de finalización de educación primaria, varones. Corresponde al número total de niños que ingresan al último año de educación primaria, independientemente de su edad, expresado como porcentaje de la población masculina total en edad oficial de ingresar a dicho grado. Este indicador también se denomina “tasa bruta de ingreso al último grado de primaria”. Esta tasa puede ser superior a 100% debido a niños mayores y menores de la edad oficial de ingreso que entran a la educación primaria de forma precoz o tardía y (o) que han repetido grado." 2011 2017
"Tasa de finalización del ciclo inferior de la educación secundaria, mujeres (% del grupo etario pertinente)" "Lower secondary education completion rate is measured as the gross intake ratio to the last grade of lower secondary education (general and pre-vocational). It is calculated as the number of new entrants in the last grade of lower secondary education, regardless of age, divided by the population at the entrance age for the last grade of lower secondary education." 1990 2017
"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)" "Lower secondary education completion rate is measured as the gross intake ratio to the last grade of lower secondary education (general and pre-vocational). It is calculated as the number of new entrants in the last grade of lower secondary education, regardless of age, divided by the population at the entrance age for the last grade of lower secondary education." 1973 2017
"Tasa de finalización del ciclo inferior de la educación secundaria, varones (% del grupo etario pertinente)" "Lower secondary education completion rate is measured as the gross intake ratio to the last grade of lower secondary education (general and pre-vocational). It is calculated as the number of new entrants in the last grade of lower secondary education, regardless of age, divided by the population at the entrance age for the last grade of lower secondary education." 1990 2017
"Tasa de inactividad por edades (% de la población en edad de trabajar)" "La tasa de inactividad por edad es la relación entre las personas dependientes, menores de 15 o mayores de 64 años, y la población en edad de trabajar, entre 15 y 64 años. Los datos se muestran como la proporción de personas dependientes por 100 personas en edad de trabajar." 1970 2017
"Tasa de inactividad por edades, personas de 65 años y más (% de la población en edad de trabajar)" "La tasa de inactividad por edad (mayores) es la relación entre las personas dependientes de la tercera edad, mayores de 64, y la población en edad de trabajar, entre 15 y 64 años. Los datos se muestran como la proporción de personas dependientes por 100 personas en edad de trabajar." 1970 2017
"Tasa de inactividad por edades, personas menores de 15 años (% de la población en edad de trabajar)" "La tasa de inactividad por edad (menores) es la relación entre las personas dependientes más jóvenes, menores de 15, y la población en edad de trabajar, entre 15 y 64. Los datos se muestran como la proporción de personas dependientes por 100 personas en edad de trabajar." 1970 2017
"Tasa de incidencia de la pobreza , sobre la base de la línea de pobreza rural (% de la población rural)" "La tasa de pobreza rural es el porcentaje de la población rural que vive por debajo de la línea de pobreza rural nacional." 2004 2014
"Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)" "Poverty headcount ratio at $1.90 a day is the percentage of the population living on less than $1.90 a day at 2011 international prices. As a result of revisions in PPP exchange rates, poverty rates for individual countries cannot be compared with poverty rates reported in earlier editions." 1990 2017
"Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)" "La tasa de pobreza nacional es el porcentaje de personas que vive debajo de la línea de pobreza nacional.  Las estimaciones nacionales se basan en estimaciones de subgrupos ponderados según la población, obtenidas a partir de encuestas de los hogares." 2004 2017
"Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza urbana (% de la población urbana)" "La tasa de pobreza urbana es el porcentaje de la población urbana que vive por debajo de la línea de pobreza urbana nacional." 2004 2014
"Tasa de interés activa (%)" "La tasa de interés activa es la que cobran los bancos por los préstamos a clientes de primera línea." 1987 2017
"Tasa de interés de los depósitos (%)" "La tasa de interés de los depósitos es la tasa que pagan los bancos comerciales o similares por depósitos a la vista, a plazo o de ahorro." 1987 2017
"Tasa de interés real (%)" "La tasa de interés real es la tasa de interés activa ajustada por inflación según el deflactor del PIB." 1987 2017
"Tasa de mortalidad en un año (por cada 1.000 personas)" "La tasa bruta de mortalidad es la cantidad de muertes en un año, por cada 1000 habitantes, estimada a mitad de año. Si se resta la tasa bruta de mortalidad a la tasa bruta de natalidad ofrece la tasa de incremento natural, que es igual a la tasa de crecimiento de la población en ausencia de migración." 1970 2016
"Tasa de mortalidad infantil, mujeres (cada 1000 nacimientos vivos)" "La tasa de mortalidad infantil es la cantidad de infantes que mueren antes de llegar al año de vida, por cada 1000 nacidos vivos, en un año determinado." 1990 2017
"Tasa de mortalidad infantil, varones (cada 1000 nacimientos vivos)" "La tasa de mortalidad infantil es la cantidad de infantes que mueren antes de llegar al año de vida, por cada 1000 nacidos vivos, en un año determinado." 1990 2017
"Tasa de mortalidad materna (estimado mediante modelo, por cada 100.000 nacidos vivos)" "La tasa de mortalidad materna es la cantidad de mujeres que mueren durante el embarazo y el parto por cada 100.000 nacidos vivos. Los datos se estiman según un modelo de regresión que usa información sobre fertilidad, asistentes para el parto y prevalencia del VIH." 1990 2015
"Tasa de mortalidad maternal (cifras nacionales, por cada 100.000 nacidos vivos)" "La tasa de mortalidad materna es la cantidad de mujeres que mueren durante el embarazo y el parto por cada 100.000 nacidos vivos." 1994 2008
"Tasa de mortalidad por suicidio (por cada 100 000 habitantes)" "Suicide mortality rate is the number of suicide deaths in a year per 100,000 population." 2000 2016
"Tasa de mortalidad, adultos, mujeres (por cada 1.000 mujeres adultas)" "La tasa de mortalidad adulta es la probabilidad de morir entre los 15 y los 60 años de edad, es decir, la probabilidad de que una persona de 15 años muera antes de cumplir 60, sujeta a las tasas de mortalidad actuales específicas por edad entre esas edades." 1970 2016
"Tasa de mortalidad, adultos, varones (por cada 1.000 varones adultos)" "La tasa de mortalidad adulta es la probabilidad de morir entre los 15 y los 60 años de edad, es decir, la probabilidad de que una persona de 15 años muera antes de cumplir 60, sujeta a las tasas de mortalidad actuales específicas por edad entre esas edades." 1970 2016
"Tasa de mortalidad, menores de 5 años (por cada 1.000)" "Menores de cinco años la tasa de mortalidad es la probabilidad por cada 1.000 que un recién nacido muera antes de cumplir cinco años de edad, si está sujeto a las tasas de mortalidad específicas por edad del año especificado." 1970 2017
"Tasa de mortalidad, menores de 5 años, mujeres (por cada 1.000 nacidos vivos)" "Menores de cinco años la tasa de mortalidad es la probabilidad por cada 1.000 que un recién nacido muera antes de cumplir cinco años de edad, si está sujeto a las tasas de mortalidad específicas por edad del año especificado." 1990 2017
"Tasa de mortalidad, menores de 5 años, varones (cada 1000)" "Menores de cinco años la tasa de mortalidad es la probabilidad por cada 1.000 que un recién nacido muera antes de cumplir cinco años de edad, si está sujeto a las tasas de mortalidad específicas por edad del año especificado." 1990 2017
"Tasa de natalidad, nacidos vivos en un año (por cada 1.000 personas)" "La tasa bruta de natalidad indica la cantidad de nacidos vivos en el año, por cada 1000 habitantes, estimada a mitad de año. Si se resta la tasa bruta de mortalidad a la tasa bruta de natalidad ofrece la tasa de incremento natural, que es igual a la tasa de crecimiento de la población en ausencia de migración." 1970 2016
"Tasa de participación en la fuerza laboral de personas entre 15 y 24 años; total (%) (estimación modelado OIT)" "La tasa de participación en la fuerza laboral de personas entre 15 y 24 años es la proporción de individuos económicamente activos de ese grupo etario: es decir, todas las personas que aportan su trabajo para producir bienes y servicios durante un periodo determinado." 1990 2018
"Tasa de participación en la fuerza laboral, de 15 a 24 años, mujeres (%) (estimación nacional)" "Labor force participation rate for ages 15-24 is the proportion of the population ages 15-24 that is economically active: all people who supply labor for the production of goods and services during a specified period." 1976 2017
"Tasa de participación en la fuerza laboral, de 15 a 24 años, total (%) (estimación nacional)" "Labor force participation rate for ages 15-24 is the proportion of the population ages 15-24 that is economically active: all people who supply labor for the production of goods and services during a specified period." 1976 2017
"Tasa de participación en la fuerza laboral, de 15 a 24 años, varones (%) (estimación nacional)" "Labor force participation rate for ages 15-24 is the proportion of the population ages 15-24 that is economically active: all people who supply labor for the production of goods and services during a specified period." 1976 2017
"Tasa de participación en la fuerza laboral, hombres (% de la población masculina entre 15-24 años) (estimación modelado OIT)" "Tasa de participación laboral, hombres (% de mujeres de 15 a 24 años)" 1990 2018
"Tasa de participación en la fuerza laboral, mujeres (% de la población femenina entre 15-24 años) (estimación modelado OIT)" "Tasa de participación laboral, mujeres (% de mujeres de 15 a 24 años)" 1990 2018
"Tasa de participación en la fuerza laboral, mujeres (% de la población femenina mayor de 15 años) (estimación nacional)" "Labor force participation rate is the proportion of the population ages 15 and older that is economically active: all people who supply labor for the production of goods and services during a specified period." 1976 2017
"Tasa de participación en la fuerza laboral, total (% de la población total mayor de 15 años) (estimación nacional)" "Labor force participation rate is the proportion of the population ages 15 and older that is economically active: all people who supply labor for the production of goods and services during a specified period." 1976 2017
"Tasa de participación en la fuerza laboral, varones (% de la población masculina mayor de 15 años) (estimación nacional)" "Labor force participation rate is the proportion of the population ages 15 and older that is economically active: all people who supply labor for the production of goods and services during a specified period." 1976 2017
"Tasa de población activa, mujeres (% de la población femenina mayor de 15 años) (estimación modelado OIT)" "La tasa de población activa es la proporción de la población de 15 años de edad o más económicamente activa: todas las personas que aportan trabajo para la producción de bienes y servicios durante un período específico." 1990 2018
"Tasa de población activa, total (% de la población total mayor de 15 años) (estimación modelado OIT)" "La tasa de población activa es la proporción de la población de 15 años de edad o más económicamente activa: todas las personas que aportan trabajo para la producción de bienes y servicios durante un período específico." 1990 2018
"Tasa de población activa, varones (% de la población masculina mayor de 15 años) (estimación modelado OIT)" "La tasa de población activa es la proporción de la población de 15 años de edad o más económicamente activa: todas las personas que aportan trabajo para la producción de bienes y servicios durante un período específico." 1990 2018
"Tasa neta de ingreso en primer grado (% de población oficial en edad escolar)" "Tasa neta de ingreso, educación primaria, total. Corresponde al número total de estudiantes que ingresan por primera vez al primer grado de educación primaria y que están en edad oficial de ingresar a dicho nivel de educación, expresado como porcentaje de la población total de la misma edad." 1999 2017
"Tasa neta de ingreso en primer grado, mujeres (% de población en edad escolar oficial)" "Tasa neta de ingreso, educación primaria, mujeres. Corresponde al número total de niñas que ingresan por primera vez al primer grado de educación primaria y que están en edad oficial de ingresar a dicho nivel de educación, expresado como porcentaje de la población de niñas de la misma edad." 1999 2017
"Tasa neta de ingreso en primer grado, varones (% de población en edad escolar oficial)" "Tasa neta de ingreso, educación primaria, varones. Corresponde al número total de niños que ingresan por primera vez al primer grado de educación primaria y que están en edad oficial de ingresar a dicho nivel de educación, expresado como porcentaje de la población de niños de la misma edad." 1999 2017
"Tasa tributaria total (% de utilidades comerciales)" "La tasa tributaria total mide el monto de impuestos y contribuciones obligatorias que pagan las empresas después de justificar las exenciones y deducciones permitidas como porción de las utilidades comerciales. Se excluyen los impuestos retenidos (como impuesto al ingreso personal) o cobrados y remitidos a autoridades fiscales (como impuestos al valor agregado, impuestos a las ventas o impuestos a los bienes y servicios)." 2005 2018
"Técnicos de investigación y desarrollo (por cada millón de personas)" "Los técnicos de investigación y desarrollo y el personal equivalente son personas cuyas tareas principales exigen conocimiento técnico y experiencia en ingeniería, ciencias naturales (técnicos), o ciencias sociales y humanidades (personal equivalente). Participan en investigación y desarrollo realizando tareas científicas y técnicas que abarcan la aplicación de conceptos y métodos operativos, por lo general supervisados por investigadores." 2009 2010
"Textiles e indumentaria (% del valor agregado en la industrialización)" "Valor agregado en la industria manufacturera es la suma de la producción bruta menos el valor de los insumos intermedios utilizados en la producción de las industrias clasificadas en la categoría D de la Clasificación Industrial Internacional Uniforme (CIIU). Textiles e indumentaria pertenecen al grupos CIIU 17-19." 1970 2010
"Tiempo de gestión con funcionarios (% del tiempo de gestión)" "El tiempo con funcionarios es el porcentaje del tiempo de gestión para una semana determinada que se dedica a los requisitos impuestos por las reglamentaciones del Gobierno (impuestos, aduanas, normas laborales, licencias y registro)." 2006 2017
"Tiempo necesario para construir un depósito (días)" "El tiempo necesario para construir un depósito es la cantidad de días calendario que se necesitan para completar los procedimientos correspondientes requeridos a fin de construir un depósito. Si es posible acelerar un proceso a un costo adicional, se toma en cuenta el procedimiento más rápido, independientemente del costo." 2005 2018
"Tiempo necesario para hacer cumplir un contrato (días)" "El tiempo necesario para hacer cumplir un contrato es la cantidad de días calendario que transcurren desde que se entabla la demanda en el tribunal hasta la determinación final y, de corresponder, el pago." 2003 2018
"Tiempo necesario para iniciar un negocio (días)" "El tiempo necesario para iniciar un negocio la cantidad de días calendario que se necesitan para completar los procedimientos que implica la operación legal de una empresa. Si es posible acelerar un proceso a un costo adicional, se toma en cuenta el procedimiento más rápido, independientemente del costo." 2003 2018
"Tiempo necesario para iniciar un negocio, mujeres (días)" "El tiempo necesario para iniciar un negocio la cantidad de días calendario que se necesitan para completar los procedimientos que implica la operación legal de una empresa. Si es posible acelerar un proceso a un costo adicional, se toma en cuenta el procedimiento más rápido, independientemente del costo." 2003 2018
"Tiempo necesario para iniciar un negocio, varones (días)" "El tiempo necesario para iniciar un negocio la cantidad de días calendario que se necesitan para completar los procedimientos que implica la operación legal de una empresa. Si es posible acelerar un proceso a un costo adicional, se toma en cuenta el procedimiento más rápido, independientemente del costo." 2003 2018
"Tiempo necesario para obtener una licencia de explotación (días)" "El tiempo necesario para obtener una licencia de explotación es la espera promedio desde el día en que el establecimiento la solicita hasta el día en que la recibe." 2006 2017
"Tiempo necesario para registrar una propiedad (días)" "El tiempo necesario para registrar una propiedad es la cantidad de días calendario necesarios para que las empresas aseguren sus derechos de propiedad." 2004 2018
"Tiempo para exportar, cumplimiento documental (horas)" "Documentary compliance captures the time and cost associated with compliance with the documentary requirements of all government agencies of the origin economy, the destination economy and any transit economies. The aim is to measure the total burden of preparing the bundle of documents that will enable completion of the international trade for the product and partner pair assumed in the case study." 2014 2018
"Tiempo para exportar, cumplimiento fronterizo (horas)" "Border compliance captures the time and cost associated with compliance with the economy’s customs regulations and with regulations relating to other inspections that are mandatory in order for the shipment to cross the economy’s border, as well as the time and cost for handling that takes place at its port or border. The time and cost for this segment include time and cost for customs clearance and inspection procedures conducted by other government agencies." 2014 2018
"Tiempo para importar, cumplimiento documental (horas)" "Documentary compliance captures the time and cost associated with compliance with the documentary requirements of all government agencies of the origin economy, the destination economy and any transit economies. The aim is to measure the total burden of preparing the bundle of documents that will enable completion of the international trade for the product and partner pair assumed in the case study." 2014 2018
"Tiempo para importar, cumplimiento fronterizo (horas)" "Border compliance captures the time and cost associated with compliance with the economy’s customs regulations and with regulations relating to other inspections that are mandatory in order for the shipment to cross the economy’s border, as well as the time and cost for handling that takes place at its port or border. The time and cost for this segment include time and cost for customs clearance and inspection procedures conducted by other government agencies." 2014 2018
"Tiempo para preparar y pagar impuestos (horas)" "El tiempo para preparar y pagar impuestos es el tiempo, en horas por año, que lleva la preparación, la presentación y el pago (o retención) de tres grandes tipos de impuestos: el impuesto sobre las utilidades, el impuesto al valor agregado o a las ventas, y los impuestos laborales, que incluyen los impuestos sobre nóminas y las contribuciones a la seguridad social." 2005 2018
"Tiempo para salir de la insolvencia (años)" "El tiempo para salir de la insolvencia es la cantidad de años transcurridos desde la solicitud de insolvencia en el tribunal hasta la liquidación de los activos en dificultades." 2003 2018
"Tiempo promedio para que las exportaciones pasen por aduana (días)" "El tiempo promedio para que las exportaciones pasen por aduana es la cantidad promedio de días que se necesitan para autorizar exportaciones en la aduana." 2006 2017
"Total de inscripciones, nivel primario (% neto)" "Tasa bruta ajustada de matrícula, educación primaria. El total de inscriptos es la cantidad de alumnos del grupo en edad escolar correspondiente a la educación primaria inscriptos en la escuela primaria o secundaria, expresada como porcentaje de la población total en ese grupo etario. La Tasa neta de matrícula (TNM) muestra la cobertura de estudiantes en el grupo etáreo en edad oficial de cursar educación primaria matriculados en dicho nivel, mientras que la tasa bruta ajustada de matrícula (TBAM) amplía la medida a los estudiantes en edad oficial de cursar educación primaria que ya han iniciado la secundaria debido a que quizás entran a la primaria antes de cumplir la edad oficial o se saltan grados debido a su rendimiento académico." 1998 2017
"Total de inscripciones, nivel primario, mujeres (% neto)" "Tasa bruta ajustada de matrícula, educación primaria, mujeres. Corresponde al número total de alumnas en edad oficial de cursar educación primaria, matriculadas en niveles primarios o secundarios, expresado como porcentaje de la población correspondiente. La Tasa neta de matrícula (TNM) muestra la cobertura de estudiantes en el grupo etáreo en edad oficial de cursar educación primaria matriculados en dicho nivel, mientras que la tasa bruta ajustada de matrícula (TBAM) amplía la medida a los estudiantes en edad oficial de cursar educación primaria que ya han iniciado la secundaria debido a que quizás entran a la primaria antes de cumplir la edad oficial o se saltan grados debido a su rendimiento académico." 1998 2017
"Total de inscripciones, nivel primario, varones (% neto)" "Tasa bruta ajustada de matrícula, educación primaria, varones. Corresponde al número total de alumnos en edad oficial de cursar la educación primaria, matriculados en niveles primarios o secundarios, expresado como porcentaje de la población correspondiente. La Tasa neta de matrícula (TNM) muestra la cobertura de estudiantes en el grupo etáreo en edad oficial de cursar educación primaria matriculados en dicho nivel, mientras que la tasa bruta ajustada de matrícula (TBAM) amplía la medida a los estudiantes en edad oficial de cursar educación primaria que ya han iniciado la secundaria debido a que quizás entran a la primaria antes de cumplir la edad oficial o se saltan grados debido a su rendimiento académico." 1998 2017
"Total de reservas (% del total de la deuda externa)" "Relación entre reservas internacionales y volumen total de la deuda externa." 1971 2017
"Total de reservas (incluye oro, US$ a precios actuales)" "El total de reservas comprenden las tenencias de oro monetario, derechos especiales de giro, reservas de los miembros del FMI que mantiene el FMI y tenencias de divisas bajo el control de autoridades monetarias. El componente de oro de estas reservas se valora a los precios de fin de año (31 de diciembre) de Londres. Datos en US$ a precios actuales." 1970 2017
"Total de reservas en meses de importaciones" "El total de reservas comprenden las tenencias de oro monetario, derechos especiales de giro, reservas de los miembros del FMI que mantiene el FMI y tenencias de divisas bajo el control de autoridades monetarias. El componente de oro de estas reservas se valora a los precios de fin de año (31 de diciembre) de Londres. Este elemento muestra las reservas expresadas en número de meses de importaciones de bienes y servicios que podrían cubrir [reservas/(importaciones/12)]." 1976 2017
"Total de reservas menos oro (US$ a precios actuales)" "El total de reservas menos oro comprende derechos especiales de giro, reservas de los miembros del FMI que mantiene el FMI y tenencias de divisas bajo el control de autoridades monetarias. Se excluyen las tenencias de oro. Datos en US$ a precios actuales." 1970 2017
"Trabajadores asalariados (empleados), mujeres (% del empleo femenino)" "Trabajadores asalariados (empleados) son aquellos trabajadores que mantienen el tipo de empleo definido como \"trabajos remunerados\", donde los titulares mantienen contratos de empleo implícitos o explícitos (escritos u orales) que les garantizan una remuneración básica que no depende directamente de los ingresos de la unidad para la que trabajan." 1991 2018
"Trabajadores asalariados (empleados), total (% del empleo total)" "Trabajadores asalariados (empleados) son aquellos trabajadores que mantienen el tipo de empleo definido como \"trabajos remunerados\", donde los titulares mantienen contratos de empleo implícitos o explícitos (escritos u orales) que les garantizan una remuneración básica que no depende directamente de los ingresos de la unidad para la que trabajan." 1991 2018
"Trabajadores asalariados (empleados), varones (% del empleo masculino)" "Trabajadores asalariados (empleados) son aquellos trabajadores que mantienen el tipo de empleo definido como \"trabajos remunerados\", donde los titulares mantienen contratos de empleo implícitos o explícitos (escritos u orales) que les garantizan una remuneración básica que no depende directamente de los ingresos de la unidad para la que trabajan." 1991 2018
"Trabajadores familiares que contribuyen, mujeres (% del empleo femenino)" "Los trabajadores que aportan al hogar son aquellos que mantienen \"trabajos por cuenta propia\" como trabajadores independientes en un establecimiento orientado al mercado y atendido por un pariente que vive en el mismo hogar." 1991 2018
"Trabajadores familiares que contribuyen, total (% del empleo total)" "Los trabajadores que aportan al hogar son aquellos que mantienen \"trabajos por cuenta propia\" como trabajadores independientes en un establecimiento orientado al mercado y atendido por un pariente que vive en el mismo hogar." 1991 2018
"Trabajadores familiares que contribuyen, varones (% del empleo masculino)" "Los trabajadores que aportan al hogar son aquellos que mantienen \"trabajos por cuenta propia\" como trabajadores independientes en un establecimiento orientado al mercado y atendido por un pariente que vive en el mismo hogar." 1991 2018
"Transferencias corrientes netas del extranjero (UMN a precios actuales)" "Las transferencias corrientes comprenden transferencias de ingresos entre residentes del país informante y el resto del mundo que no cuenta con disposiciones con respecto a reembolsos. Las transferencias corrientes netas del extranjero son iguales a las transferencias unilaterales de ingresos de los no residentes a los residentes, menos las transferencias unilaterales de los residentes a los no residentes. Los datos se expresan en moneda local a precios corrientes." 1976 2017
"Transferencias corrientes netas del extranjero (UMN a precios constantes)" "Las transferencias corrientes comprenden transferencias de ingresos entre residentes del país informante y el resto del mundo que no cuenta con disposiciones con respecto a reembolsos. Las transferencias corrientes netas del extranjero son iguales a las transferencias unilaterales de ingresos de los no residentes a los residentes, menos las transferencias unilaterales de los residentes a los no residentes. Los datos están expresados en moneda local a precios constantes." 1984 2012
"Transferencias corrientes netas del extranjero (US$ a precios actuales)" "Las transferencias corrientes comprenden transferencias de ingresos entre residentes del país informante y el resto del mundo que no cuenta con disposiciones con respecto a reembolsos. Las transferencias corrientes netas del extranjero son iguales a las transferencias unilaterales de ingresos de los no residentes a los residentes, menos las transferencias unilaterales de los residentes a los no residentes. Datos en US$ a precios actuales." 1976 2017
"Transferencias de armamento, importaciones (valores del indicador de tendencia del Instituto Internacional de Investigación para la Paz de Estocolmo) (SIPRI)" "Las transferencias de armamento abarcan el suministro de armas militares a través de las ventas, asistencia, donaciones, y aquellas efectuadas mediante licencias de fabricación. Los datos abarcan las principales armas convencionales, como son los aviones, vehículos blindados, artillería, sistemas de radar, misiles y buques diseñados para uso militar. Quedan excluidas las transferencias de otros equipos militares, como son las armas pequeñas y ligeras, camiones, artillería liviana, municiones, equipo de apoyo, transferencias de tecnología y demás servicios." 1970 2017
"Transferencias netas de la deuda externa, a largo plazo (transferencias netas [TRN], US$ a precios actuales)" "Las transferencias netas son los flujos netos menos los pagos de intereses durante el año; las transferencias negativas muestran las transferencias netas realizadas por el prestatario al acreedor durante el año. La deuda externa a largo plazo se define como deuda con un vencimiento original o extendido de más de un año, que los residentes de un país adeudan a los no residentes y que se reembolsa en divisas, bienes o servicios. Datos en US$ a precios actuales." 1970 2017
"Transferencias netas de la deuda externa, privada no garantizada (PNG) (TRN, US$ a precios actuales)" "La deuda externa privada no garantizada es una obligación externa de un deudor privado, cuyo reembolso no está garantizado por una entidad pública. Las transferencias netas son los flujos netos menos los pagos de intereses durante el año; las transferencias negativas muestran las transferencias netas realizadas por el prestatario al acreedor durante el año. La deuda externa a largo plazo se define como deuda con un vencimiento original o extendido de más de un año, que los residentes de un país adeudan a los no residentes y que se reembolsa en divisas, bienes o servicios. Datos en US$ a precios actuales." 1970 2017
"Transferencias netas de la deuda externa, pública y con garantía pública (PGP) (TRN, US$ a precios actuales)" "La deuda pública es una obligación externa de un deudor público, incluido el Gobierno nacional, una subdivisión política (o un organismo de su dependencia) y los órganos públicos autónomos. La deuda con garantía pública es una obligación externa de un deudor privado, cuyo reembolso está garantizado por una entidad pública. Las transferencias netas son los flujos netos menos los pagos de intereses durante el año; las transferencias negativas muestran las transferencias netas realizadas por el prestatario al acreedor durante el año. La deuda externa a largo plazo se define como deuda con un vencimiento original o extendido de más de un año, que los residentes de un país adeudan a los no residentes y que se reembolsa en divisas, bienes o servicios. Datos en US$ a precios actuales." 1970 2017
"Transferencias netas de la deuda externa, total (TRN, US$ a precios actuales)" "Las transferencias netas sobre la deuda externa son los flujos netos menos los pagos de intereses durante el año; las transferencias negativas muestran las transferencias netas realizadas por el prestatario al acreedor durante el año. Datos en US$ a precios actuales." 1970 2017
